source_id,input_index,capability,kind,origin_path,origin_version,source_path,source_sha256,observed_implementation,observed_wiring,destination,integration_approach,proposed_route,human_access,agent_access,dependencies,missing_information,required_verification,next_action
cap-7d316f2bf394cdcafb11,66,get_packet_plan,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/get_packet_plan through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/get_packet_plan, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/get_packet_plan through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/get_packet_plan, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/get_packet_plan's current route and read contract, then gate the method on Task F connection evidence."
cap-ac063a16c9dcb2dd1435,67,get_checklist,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/get_checklist through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/get_checklist, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/get_checklist through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/get_checklist, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/get_checklist's current route and read contract, then gate the method on Task F connection evidence."
cap-24ff44ba2b9a76f46f02,68,audit_sources,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/audit_sources through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/audit_sources, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/audit_sources through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/audit_sources, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/audit_sources's current route and read contract, then gate the method on Task F connection evidence."
cap-b2ae976c55a1c4de526a,69,search_guide,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/search_guide through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/search_guide, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/search_guide through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/search_guide, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/search_guide's current route and read contract, then gate the method on Task F connection evidence."
cap-6354c12b72814b841251,70,build_chronology,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/build_chronology through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/build_chronology, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/build_chronology through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/build_chronology, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/build_chronology's current route and read contract, then gate the method on Task F connection evidence."
cap-6a47b6da3b963d3432b4,71,case_facts,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_facts through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_facts, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_facts through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_facts, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_facts's current route and read contract, then gate the method on Task F connection evidence."
cap-adeebc0d18cba212b10d,72,survival_guide,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/survival_guide through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/survival_guide, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/survival_guide through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/survival_guide, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/survival_guide's current route and read contract, then gate the method on Task F connection evidence."
cap-9bca90da6a828180b9fb,73,court_language_review,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\server.ts,67c4449fa57497835442a341bdc2ac8c79c30b55f427fc311cb16f656ff6e4bf,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/court_language_review through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Select the scoped call in the tool browser; compare original and proposed court wording, then accept, reject or edit individual proposals without overwriting the original.",Permitted role can invoke toolkit/court_language_review through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Verify original text and version are preserved; individually accept/reject proposed edits; reject stale proposals and synthetic unsupported additions. Report four distinct dimensions: structure/method, citations/legal sources, factual evidence support, substantive reasoning/requested relief. Test malformed input and unavailable dependency handling.",Specify the original/proposal result contract and four-check review fixture before enabling court-language review through the shared adapter.
cap-a1a55c64ac46da85ae7c,74,case_put,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_put through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_put, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_put through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_put: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_put's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-645c3524e6c4a6825565,75,case_query,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_query through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_query, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_query through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_query, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_query's current route and read contract, then gate the method on Task F connection evidence."
cap-4370d3e710dffdf8c4cc,76,case_search,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_search through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_search, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_search through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_search, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_search's current route and read contract, then gate the method on Task F connection evidence."
cap-27b34b2fbda3d6b992f1,77,case_graph,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_graph through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_graph, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_graph through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_graph, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_graph's current route and read contract, then gate the method on Task F connection evidence."
cap-5d55542440a9e3691ce7,78,case_factor_map,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_factor_map through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_factor_map, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_factor_map through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_factor_map, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_factor_map's current route and read contract, then gate the method on Task F connection evidence."
cap-d0c4175b7db5498bdc93,79,case_timeline,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_timeline through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_timeline, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_timeline through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_timeline, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_timeline's current route and read contract, then gate the method on Task F connection evidence."
cap-8844790e0fa4abb6d826,80,case_export,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_export through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_export, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_export through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_export: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_export's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-db35b60d79e67808b553,81,case_import,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,expose_implementation,"Expose toolkit/case_import through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_import, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_import through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","Use an isolated synthetic fixture for toolkit/case_import: verify the expected mutation or export/import effect, reject invalid scope and stale-version/conflict inputs, and prove no fixture or unverified source becomes accepted Advocatio evidence. Capture before/after hashes and the receipt.",Define toolkit/case_import's action-level contract and isolated synthetic write fixture; gate enablement on Task F route proof and mutation/rejection receipts.
cap-953db941610901f3f9c9,82,case_summary,mcp_tool,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\mcp-app\src\store-tools.ts,212bfae021679e364bea9baa7216d557ab053811b3417f087aa9670cd2c782a2,registered handler and implementation source present,registered in buildServer; stdio manifest declared; live call not exercised,mcp_tool,reuse_connection,"Expose toolkit/case_summary through the shared invocation adapter only after Task F proves the current server route, schema, auth, and operation scope.","Use the tool browser to select toolkit/case_summary, review its schema and context, and run only the displayed scoped call.",Permitted role can invoke toolkit/case_summary through the same adapter; writes require operation-level policy and recorded provenance.,Task F current-route proof; MCP client adapter; schema registry; connection identity; case/source context; audit receipt,"Current endpoint, protocol/auth compatibility, live capability discovery, and action-level read/write behavior remain unproven.","After Task F route proof, discover toolkit/case_summary, validate schema and authorization, run one approved isolated synthetic read, and test tool-error, timeout, and unavailable-connection handling.","Reconcile toolkit/case_summary's current route and read contract, then gate the method on Task F connection evidence."
