source_id,input_index,capability,kind,origin_path,origin_version,source_path,source_sha256,observed_implementation,observed_wiring,destination,integration_approach,proposed_route,human_access,agent_access,dependencies,missing_information,required_verification,next_action
cap-4726aac0648eab205a3c,17,best-interest-factors,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\best-interest-factors\SKILL.md,e1a54a902fc5840cca361df315a74a405deee681018678d8b2c996b2dc537316,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,resource,port,"Port best-interest-factors as versioned human-readable guidance and contextual workflow help, retaining its variant identity and provenance; bind any execution to an explicit case task and review gate.","User opens the guidance in the relevant case workflow, supplies facts and sources, and accepts or revises the proposed work product.","Agent may use the guidance as a bounded role procedure, with source-linked outputs and escalation when facts, authority, or safety are uncertain.",skill content and references; case/source scope; applicable primary authority; review and provenance record,full referenced content; dependency/member routing; intended output shape; variant-specific safety rules,Check content/provenance and variant separation; test contextual routing with representative fixture; verify primary-source and human-review gates; confirm no executable handler is implied.,"Import/reconcile best-interest-factors with provenance, then connect it to its contextual workflow and review fixture."
cap-ceef63e5ae7e7cc4eddb,18,case-intake,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\case-intake\SKILL.md,29b5270ba116f9451feffd7b203b39a5b096ebaa5e2b080fa74922b7528c05ba,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,resource,port,"Port case-intake as versioned human-readable guidance and contextual workflow help, retaining its variant identity and provenance; bind any execution to an explicit case task and review gate.","User opens the guidance in the relevant case workflow, supplies facts and sources, and accepts or revises the proposed work product.","Agent may use the guidance as a bounded role procedure, with source-linked outputs and escalation when facts, authority, or safety are uncertain.",skill content and references; case/source scope; applicable primary authority; review and provenance record,full referenced content; dependency/member routing; intended output shape; variant-specific safety rules,Check content/provenance and variant separation; test contextual routing with representative fixture; verify primary-source and human-review gates; confirm no executable handler is implied.,"Import/reconcile case-intake with provenance, then connect it to its contextual workflow and review fixture."
cap-1e0d220e9b89ded845b9,19,case-research,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\case-research\SKILL.md,f62409ffcf6df95210df075e8beb3c7a2cff8f8e365ccb8bc51d9f6c03b90641,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,resource,port,"Port case-research as versioned human-readable guidance and contextual workflow help, retaining its variant identity and provenance; bind any execution to an explicit case task and review gate.","User opens the guidance in the relevant case workflow, supplies facts and sources, and accepts or revises the proposed work product.","Agent may use the guidance as a bounded role procedure, with source-linked outputs and escalation when facts, authority, or safety are uncertain.",skill content and references; case/source scope; applicable primary authority; review and provenance record,full referenced content; dependency/member routing; intended output shape; variant-specific safety rules,Check content/provenance and variant separation; test contextual routing with representative fixture; verify primary-source and human-review gates; confirm no executable handler is implied.,"Import/reconcile case-research with provenance, then connect it to its contextual workflow and review fixture."
cap-93b9b01795a4121ffb71,20,case-store,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\case-store\SKILL.md,39c98ed9433ab8f969fe4f44bcd84a759dfc172064e567a6bcbdb27b471ef084,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,resource,port,"Port case-store as versioned human-readable guidance and contextual workflow help, retaining its variant identity and provenance; bind any execution to an explicit case task and review gate.","User opens the guidance in the relevant case workflow, supplies facts and sources, and accepts or revises the proposed work product.","Agent may use the guidance as a bounded role procedure, with source-linked outputs and escalation when facts, authority, or safety are uncertain.",skill content and references; case/source scope; applicable primary authority; review and provenance record,full referenced content; dependency/member routing; intended output shape; variant-specific safety rules,Check content/provenance and variant separation; test contextual routing with representative fixture; verify primary-source and human-review gates; confirm no executable handler is implied.,"Import/reconcile case-store with provenance, then connect it to its contextual workflow and review fixture."
cap-cc4fde3d3bd60d2e580e,21,child-support-worksheet,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\child-support-worksheet\SKILL.md,327cf73319bbf2e660115f71c477376967944d2e0a4bd6f4ddf8dc87451340bc,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,resource,port,"Port child-support-worksheet as versioned human-readable guidance and contextual workflow help, retaining its variant identity and provenance; bind any execution to an explicit case task and review gate.","User opens the guidance in the relevant case workflow, supplies facts and sources, and accepts or revises the proposed work product.","Agent may use the guidance as a bounded role procedure, with source-linked outputs and escalation when facts, authority, or safety are uncertain.",skill content and references; case/source scope; applicable primary authority; review and provenance record,full referenced content; dependency/member routing; intended output shape; variant-specific safety rules,Check content/provenance and variant separation; test contextual routing with representative fixture; verify primary-source and human-review gates; confirm no executable handler is implied.,"Import/reconcile child-support-worksheet with provenance, then connect it to its contextual workflow and review fixture."
cap-821f1ba7a218f2ec05a1,22,court-language,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\court-language\SKILL.md,ee5fe90e7601556d61d963559e45bfcfaab7e0a44e19ead75cd21732113feb2d,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,method,adapt,Adapt court-language as a human-reviewed editing method with a preserved original text and individually addressable proposed edits; expose the source guidance as a readable companion and retain variant provenance.,"User supplies the original filing or draft, reviews each proposed language edit against the source and context, and individually accepts or rejects edits before export.","Agent may propose clarity, tone, organization, and citation-preserving edits only; it must not add facts, alter legal positions, or silently overwrite the original.",original document snapshot; proposed-edit representation; source and citation records; review/audit receipt; export policy,edit granularity and merge format; protected legal/factual spans; stale-proposal identity/version rule; synthetic fixture corpus,"Check structure/method (original retained and each edit independently addressable); citations/legal sources (citations and authorities unchanged unless separately proposed); factual evidence support (no added facts and every factual change linked to supplied evidence); substantive reasoning/requested relief (no silent change to theory, position, or requested relief); test synthetic unsupported additions and stale proposals.","Define the original-plus-edit method contract, including accept/reject per edit, unsupported-fact rejection, stale-proposal detection, and a synthetic fixture."
cap-477194f50e3e0a39af59,23,court-resources,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\court-resources\SKILL.md,903cfa19ead796e872a095b3062e7d0d5af53d9f23b69f4564bda0ccc85fc434,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,resource,port,"Port court-resources as versioned human-readable guidance and contextual workflow help, retaining its variant identity and provenance; bind any execution to an explicit case task and review gate.","User opens the guidance in the relevant case workflow, supplies facts and sources, and accepts or revises the proposed work product.","Agent may use the guidance as a bounded role procedure, with source-linked outputs and escalation when facts, authority, or safety are uncertain.",skill content and references; case/source scope; applicable primary authority; review and provenance record,full referenced content; dependency/member routing; intended output shape; variant-specific safety rules,Check content/provenance and variant separation; test contextual routing with representative fixture; verify primary-source and human-review gates; confirm no executable handler is implied.,"Import/reconcile court-resources with provenance, then connect it to its contextual workflow and review fixture."
cap-93fe9f85fe7a6ddf3853,24,cps-resources,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\cps-resources\SKILL.md,802e30de18b24616655960052f7fcdcba3d438cdc63606bb95d33a602b57cffe,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,resource,port,"Port cps-resources as versioned human-readable guidance and contextual workflow help, retaining its variant identity and provenance; bind any execution to an explicit case task and review gate.","User opens the guidance in the relevant case workflow, supplies facts and sources, and accepts or revises the proposed work product.","Agent may use the guidance as a bounded role procedure, with source-linked outputs and escalation when facts, authority, or safety are uncertain.",skill content and references; case/source scope; applicable primary authority; review and provenance record,full referenced content; dependency/member routing; intended output shape; variant-specific safety rules,Check content/provenance and variant separation; test contextual routing with representative fixture; verify primary-source and human-review gates; confirm no executable handler is implied.,"Import/reconcile cps-resources with provenance, then connect it to its contextual workflow and review fixture."
cap-acba6b19c3aec73c447c,25,custody-evaluation-summary,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\custody-evaluation-summary\SKILL.md,e9aa24de79e2c45641ebc41ff89a507b2ab559af4b210b7b62108bca13f44962,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,resource,port,"Port custody-evaluation-summary as versioned human-readable guidance and contextual workflow help, retaining its variant identity and provenance; bind any execution to an explicit case task and review gate.","User opens the guidance in the relevant case workflow, supplies facts and sources, and accepts or revises the proposed work product.","Agent may use the guidance as a bounded role procedure, with source-linked outputs and escalation when facts, authority, or safety are uncertain.",skill content and references; case/source scope; applicable primary authority; review and provenance record,full referenced content; dependency/member routing; intended output shape; variant-specific safety rules,Check content/provenance and variant separation; test contextual routing with representative fixture; verify primary-source and human-review gates; confirm no executable handler is implied.,"Import/reconcile custody-evaluation-summary with provenance, then connect it to its contextual workflow and review fixture."
cap-17bcfd01d21f5fbfceab,26,custody-packet-builder,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\custody-packet-builder\SKILL.md,e64f3bc1046f5964bda3a6d03dc48dd5b053bba58e0e79bc03e1dab9a162bc0f,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,resource,port,"Port custody-packet-builder as versioned human-readable guidance and contextual workflow help, retaining its variant identity and provenance; bind any execution to an explicit case task and review gate.","User opens the guidance in the relevant case workflow, supplies facts and sources, and accepts or revises the proposed work product.","Agent may use the guidance as a bounded role procedure, with source-linked outputs and escalation when facts, authority, or safety are uncertain.",skill content and references; case/source scope; applicable primary authority; review and provenance record,full referenced content; dependency/member routing; intended output shape; variant-specific safety rules,Check content/provenance and variant separation; test contextual routing with representative fixture; verify primary-source and human-review gates; confirm no executable handler is implied.,"Import/reconcile custody-packet-builder with provenance, then connect it to its contextual workflow and review fixture."
cap-b41bd1e58f8475a0d1f8,27,custody-packet-gen1,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\custody-packet-gen1\SKILL.md,73bd9cc783cac73c6b372c8308d0f7e0d091d3acdbd2f2efc4c4202506c517b0,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,resource,port,"Port custody-packet-gen1 as versioned human-readable guidance and contextual workflow help, retaining its variant identity and provenance; bind any execution to an explicit case task and review gate.","User opens the guidance in the relevant case workflow, supplies facts and sources, and accepts or revises the proposed work product.","Agent may use the guidance as a bounded role procedure, with source-linked outputs and escalation when facts, authority, or safety are uncertain.",skill content and references; case/source scope; applicable primary authority; review and provenance record,full referenced content; dependency/member routing; intended output shape; variant-specific safety rules,Check content/provenance and variant separation; test contextual routing with representative fixture; verify primary-source and human-review gates; confirm no executable handler is implied.,"Import/reconcile custody-packet-gen1 with provenance, then connect it to its contextual workflow and review fixture."
cap-c7b815a60388d43d2d54,28,decision-record-verification,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\decision-record-verification\SKILL.md,d531b16f94d980810b22ccdce4c3cd10df9206a47b5c801d3ba79994ff04b7e6,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,resource,port,"Port decision-record-verification as versioned human-readable guidance and contextual workflow help, retaining its variant identity and provenance; bind any execution to an explicit case task and review gate.","User opens the guidance in the relevant case workflow, supplies facts and sources, and accepts or revises the proposed work product.","Agent may use the guidance as a bounded role procedure, with source-linked outputs and escalation when facts, authority, or safety are uncertain.",skill content and references; case/source scope; applicable primary authority; review and provenance record,full referenced content; dependency/member routing; intended output shape; variant-specific safety rules,Check content/provenance and variant separation; test contextual routing with representative fixture; verify primary-source and human-review gates; confirm no executable handler is implied.,"Import/reconcile decision-record-verification with provenance, then connect it to its contextual workflow and review fixture."
cap-155b632e571f6b0958d6,29,documentation-methods,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\documentation-methods\SKILL.md,aa8bc13e54a784df3310e2e9b732040fcf87be693d09f901d0c06c2aa2bbd33b,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,resource,port,"Port documentation-methods as versioned human-readable guidance and contextual workflow help, retaining its variant identity and provenance; bind any execution to an explicit case task and review gate.","User opens the guidance in the relevant case workflow, supplies facts and sources, and accepts or revises the proposed work product.","Agent may use the guidance as a bounded role procedure, with source-linked outputs and escalation when facts, authority, or safety are uncertain.",skill content and references; case/source scope; applicable primary authority; review and provenance record,full referenced content; dependency/member routing; intended output shape; variant-specific safety rules,Check content/provenance and variant separation; test contextual routing with representative fixture; verify primary-source and human-review gates; confirm no executable handler is implied.,"Import/reconcile documentation-methods with provenance, then connect it to its contextual workflow and review fixture."
cap-9ebe2e87402ddc64e4c1,30,dv-resources,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\dv-resources\SKILL.md,5f49358bb0463c1c5252eab4774e8670ea3a850506f6ef89cdfd60b622a52e75,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,resource,port,"Port dv-resources as versioned human-readable guidance and contextual workflow help, retaining its variant identity and provenance; bind any execution to an explicit case task and review gate.","User opens the guidance in the relevant case workflow, supplies facts and sources, and accepts or revises the proposed work product.","Agent may use the guidance as a bounded role procedure, with source-linked outputs and escalation when facts, authority, or safety are uncertain.",skill content and references; case/source scope; applicable primary authority; review and provenance record,full referenced content; dependency/member routing; intended output shape; variant-specific safety rules,Check content/provenance and variant separation; test contextual routing with representative fixture; verify primary-source and human-review gates; confirm no executable handler is implied.,"Import/reconcile dv-resources with provenance, then connect it to its contextual workflow and review fixture."
cap-bb7309d9330b816411bc,31,dvro-petition,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\dvro-petition\SKILL.md,92168387094c15fc289286429d19c487f69ddab2f2f7379e984177180e930c79,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,resource,port,"Port dvro-petition as versioned human-readable guidance and contextual workflow help, retaining its variant identity and provenance; bind any execution to an explicit case task and review gate.","User opens the guidance in the relevant case workflow, supplies facts and sources, and accepts or revises the proposed work product.","Agent may use the guidance as a bounded role procedure, with source-linked outputs and escalation when facts, authority, or safety are uncertain.",skill content and references; case/source scope; applicable primary authority; review and provenance record,full referenced content; dependency/member routing; intended output shape; variant-specific safety rules,Check content/provenance and variant separation; test contextual routing with representative fixture; verify primary-source and human-review gates; confirm no executable handler is implied.,"Import/reconcile dvro-petition with provenance, then connect it to its contextual workflow and review fixture."
cap-4f43437c51d2d37bca71,32,evidence-templates,skill,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit,3.2.0,C:\Users\matts\.claude\local-plugins\plugins\family-court-toolkit\skills\evidence-templates\SKILL.md,1130f63055ee53d97bec5b4aae257f3ef772125aa2cc446ff731538d152465be,instruction artifact present; not an executable handler,plugin convention discovery; no Advocatio runner proven,resource,port,"Port evidence-templates as versioned human-readable guidance and contextual workflow help, retaining its variant identity and provenance; bind any execution to an explicit case task and review gate.","User opens the guidance in the relevant case workflow, supplies facts and sources, and accepts or revises the proposed work product.","Agent may use the guidance as a bounded role procedure, with source-linked outputs and escalation when facts, authority, or safety are uncertain.",skill content and references; case/source scope; applicable primary authority; review and provenance record,full referenced content; dependency/member routing; intended output shape; variant-specific safety rules,Check content/provenance and variant separation; test contextual routing with representative fixture; verify primary-source and human-review gates; confirm no executable handler is implied.,"Import/reconcile evidence-templates with provenance, then connect it to its contextual workflow and review fixture."
