"side","path","bytes","sha256","creation_utc","modified_utc"
"application","web/CLAUDE.md","11","336CC4FBF19BEAADA7CCF9986414FA91851A8D7A07DFB3CCBE800A69EED0AB49","2026-09-12T19:19:22.3968336Z","2026-09-12T19:19:22.3968336Z"
"application","web/next-env.d.ts","303","B8B3A344484B959AF5E4E3FC1A1609DAC3CB9ECE0CDEB6C145BE29BC4C491000","2026-08-18T14:11:02.7956544Z","2026-09-12T19:19:21.1824915Z"
"application","web/next.config.ts","218","3DAEF116AF270F44242CDBFB75799D0EF23AD3F9104DCF147556C1B1E3CDEF62","2026-08-19T03:42:53.9817316Z","2026-08-19T03:42:53.9942739Z"
"application","web/package-lock.json","63771","03ABCEDBF031A5410AAA40FDEE734A1E089A05CF6E89B4A83D0B31522974E0CF","2026-08-24T02:02:34.3870763Z","2026-08-24T02:02:34.3870763Z"
"application","web/package.json","732","3DCF0FFC0C3CCE76A1D5DF36ED46D0E39FEC255E852DCDAAB0EE0508332A8BAB","2026-08-19T05:29:37.0131711Z","2026-08-19T09:12:33.3741886Z"
"application","web/tsconfig.json","703","7D2BE6E70D0136FFAE35A824D0BE122B4D4D033443868EB411BB3FF5A06C8ECF","2026-08-18T12:25:41.8423845Z","2026-08-18T14:11:02.7925374Z"
"application","web/vendor/PROPRIA-DESIGN-CONTRACT.md","973","BA7AA9DC4C5038B3D59240F38263745707F699B2820D01286AF990F1D4D3B18E","2026-09-12T19:05:56.2664578Z","2026-09-12T19:05:56.2664578Z"
"application","web/vendor/propria-design-contract/build.mjs","3153","E2B465F184E2EA6ABA1836BBB9B06EFEB82D98D70DF474BCD643CDECA485D794","2026-09-12T19:04:46.0000000Z","2026-09-12T19:14:33.8509317Z"
"application","web/vendor/propria-design-contract/CALLABILITY.md","4506","AAA52B72A580ACD234B7E6717F7F552E10A2D04076B674E0BFCDDB61FEB4FD66","2026-09-12T19:04:46.0000000Z","2026-09-12T19:14:34.0436361Z"
"application","web/vendor/propria-design-contract/CHANGELOG.md","782","DBEFBF4FB8A57536794F2080317D4418AE2C25D8D87DB7BC223BC1C13DC2D434","2026-09-12T19:04:46.0000000Z","2026-09-12T19:14:34.0800342Z"
"application","web/vendor/propria-design-contract/package.json","917","E78154C16DFA809F7E07A469AE0111490E5890642DE1E16C9CC5BEDE931C79D3","2026-09-12T19:04:46.0000000Z","2026-09-12T19:14:34.1087706Z"
"application","web/vendor/propria-design-contract/README.md","3893","AF7014ED82DEFAF492A234A456E13742671A44BAF874F2E64F12FD702FCD0C68","2026-09-12T19:04:46.0000000Z","2026-09-12T19:14:34.2362201Z"
"application","web/vendor/propria-design-contract/theme.css","2593","3D2488A12E0DD25BC59B89028D8C415C4C6E9DCA64B2DB5599F293717512E1E2","2026-09-12T19:04:46.0000000Z","2026-09-12T19:14:34.3332890Z"
"application","web/vendor/propria-design-contract/tokens.css","2472","4F24523240B4F9B9284DA07B2529F9ED1D5364D26D648A643220880B8B66EF31","2026-09-12T19:04:46.0000000Z","2026-09-12T19:14:34.4131722Z"
"application","web/vendor/propria-design-contract/tokens.json","2725","4D1ED7B7A62CB04289C48570FD49A28F7493855413416CA20A088134699473E6","2026-09-12T19:04:46.0000000Z","2026-09-12T19:14:34.4941766Z"
"application","web/vendor/propria-design-contract/verify.mjs","5670","07129D37293FB19E50812967B7177298675A1662C718D67805E1248F6865EB26","2026-09-12T19:04:46.0000000Z","2026-09-12T19:14:34.6796621Z"
"application","web/vendor/propria-design-contract/examples/probata-two-surface-sample.html","15661","0770CCA1B2BF9CD84C9A7F72FB37E5931A85E565BEE14EA8F01744B319A20F1C","2026-09-12T19:04:46.0000000Z","2026-09-12T19:14:35.3823480Z"
"application","web/vendor/propria-design-contract/adapters/advocatio.css","853","1E008F6DA0CC38C1F28E6EDBB1181595CF04D4A11C5BFB937A5F2C1A8722354C","2026-09-12T19:04:46.0000000Z","2026-09-12T19:14:34.7044686Z"
"application","web/vendor/propria-design-contract/adapters/intake.css","821","D38FFC04413352E36FBDAF26EA8CCBF2D2CE0B91A02D89C084220C0977BF7DDF","2026-09-12T19:04:46.0000000Z","2026-09-12T19:14:34.7366264Z"
"application","web/vendor/propria-design-contract/adapters/portal.css","837","45BF8166C5DB8A15ECF84FAC80045BCC40BEF41113D52FFFAE8318FA7AD5B5FC","2026-09-12T19:04:46.0000000Z","2026-09-12T19:14:34.7674124Z"
"application","web/vendor/propria-design-contract/adapters/probata.css","2013","6BC54E868679B8843AAD2D11C3C38EFFDFC366A91FD518C432BEAC46B699B08F","2026-09-12T19:04:46.0000000Z","2026-09-12T19:14:34.8502961Z"
"application","web/src/proxy.ts","1699","70B9828538C52ABA9E81A240F0F7D5C52D971F4F7446EE0195C81B9A588033B3","2026-09-12T19:13:28.7767028Z","2026-09-12T19:16:48.1514204Z"
"application","web/src/lib/liveSurface.ts","1779","90791BF06C4AAB8A7A290EA12F940EE535EBE108220AFF5471788F3CC08877A4","2026-08-18T16:26:37.7243393Z","2026-08-18T16:26:37.7285052Z"
"application","web/src/lib/surfaces.ts","8784","DE86189C4E96470E65BECB160D234F6CFDF76C3C35169C2362F56480DE0D72A0","2026-08-18T21:32:27.8478750Z","2026-08-18T21:32:27.8478750Z"
"application","web/src/lib/useSurfaceCatalog.ts","985","954D7CEAF765BCB4027D729F2509B356B64FAAB6FC4B57C54145450BD1EAF928","2026-08-18T16:54:49.1494834Z","2026-08-18T16:54:49.1494834Z"
"application","web/src/lib/auth/bff-signature.ts","1089","C6D911B0BB72C32D312DA7FA2A00C3301FF5237BFBEB2E1FAC555424DB81E687","2026-09-12T19:13:28.7726824Z","2026-09-12T19:13:28.7726824Z"
"application","web/src/lib/api/client.ts","6997","69EBD2ABF36B07AAE8C39149A39ACA6A3D81C8B6384EB2FC539F15FA8BBAF595","2026-08-19T03:45:06.5543336Z","2026-09-12T19:12:11.6009348Z"
"application","web/src/components/AgentRunForm.tsx","2155","879887B0F18A4044DB8FCF11190D03926F7467547AF59C330170BB7FC07D604A","2026-08-18T13:45:46.4124662Z","2026-09-12T19:09:58.2334078Z"
"application","web/src/components/CitationParse.tsx","4583","009283E9E1EA86039DF6BD8EF78CAC889CC85BEC7159E2DE317C2C15D2322B87","2026-08-18T21:37:51.6701749Z","2026-08-18T21:37:51.7081037Z"
"application","web/src/components/CommandPalette.tsx","2886","E246D4E0557563412CB0AAF14427CC23A602AFF5CF742630EE4AB78A7BD1DE8F","2026-08-18T14:34:11.0710003Z","2026-08-18T16:55:11.5885252Z"
"application","web/src/components/ConfidentialFlag.tsx","691","D8D9168274DB18521CAFBAEE5A0A83B94081BA1E2899A840F7F9C812D0FD3499","2026-08-18T14:55:57.6544025Z","2026-08-18T14:55:57.6585623Z"
"application","web/src/components/ContractWorkbench.tsx","3718","47D4AF1187DA316A9E329A11856BE16FCC4EBD402B8F3B680EBCD199247A0661","2026-08-18T17:35:53.3383161Z","2026-08-18T21:25:41.5036178Z"
"application","web/src/components/DocketForm.tsx","3745","DAB24B0FD5D914BDB34DBED0E2ECA35CB223E352112BE86F7B847CFCE47872D8","2026-08-18T13:40:11.0284913Z","2026-09-12T19:09:58.2354178Z"
"application","web/src/components/DraftEditor.tsx","1834","2BC2B229D691EBC02B89AC6F0F90312F9CE36367050BF1DAAC733C65418B219C","2026-08-18T14:26:06.6254888Z","2026-09-12T19:09:58.2374176Z"
"application","web/src/components/EventDelete.tsx","521","547CC29C82EAAFEA070512015C2DECCA3244B036CF82C20EA666C70158AE0E61","2026-08-18T14:05:34.6153731Z","2026-08-18T14:05:34.6181744Z"
"application","web/src/components/EventList.tsx","775","B5FA5D09B0A33874299C2B95C35B97C14FF38457DCFBF21F18FBB6233BE965F0","2026-08-18T17:35:53.3383161Z","2026-08-18T17:35:53.3383161Z"
"application","web/src/components/EvidenceRequestForm.tsx","2997","F222730793C1EA9A488D801DCE3CE473E862390C2B0471B4FD38185903EC14E6","2026-08-18T21:32:07.9053623Z","2026-09-12T19:09:58.2394179Z"
"application","web/src/components/ExhibitForm.tsx","4455","760DB4F3A7BA2CAA84EE2A92E8679DE8ECC09BCFA4909874110B29BF15BBB355","2026-08-18T14:41:42.3846809Z","2026-09-12T19:09:58.2419238Z"
"application","web/src/components/FactorNoteAdd.tsx","2582","58B1640C3347FC9E1A1E430632308D31E3E76787C5138249AF2A29EA5E0BFB5E","2026-08-18T17:08:38.5252227Z","2026-08-18T17:09:55.2998730Z"
"application","web/src/components/InvestigationForm.tsx","3323","E6D9CC8721E1C313F68E51351F16BC0EE010C89BBD725B65272014DD609CAB11","2026-08-18T14:41:30.7575372Z","2026-09-12T19:09:58.2464508Z"
"application","web/src/components/IssueAdd.tsx","2150","8A7B62EC86780078B0F0A3CAF953938EB42B8291E5C42C406B7B4978A578A413","2026-08-18T17:09:05.0287348Z","2026-08-18T17:09:05.0287348Z"
"application","web/src/components/NavIcon.tsx","1097","C3FCD5F6975469B44C88C06C539DA06D8CA20DBE8D8B00A1C1E5B2B774AC17AB","2026-08-18T16:14:30.9869111Z","2026-08-18T16:14:30.9869111Z"
"application","web/src/components/PdfPane.tsx","1569","D65EBDA00EC6DC76C4155C4891771DB4AD9A61AA732D31C5814635CAC6438F9A","2026-08-18T21:38:58.2729400Z","2026-08-18T21:38:58.2818245Z"
"application","web/src/components/PlaybookRun.tsx","1712","209A2A6B95FFDC2035E19F3F449C2A8CCAFF9B7143A282447061E0E7B29C3FFD","2026-08-18T17:35:53.3383161Z","2026-08-18T17:35:53.3383161Z"
"application","web/src/components/PrivilegeScanForm.tsx","3702","A3A6192E0F9212FF7AD223124C304C8C9CC82773BC5BCC5274B888974FDBDD97","2026-08-18T14:42:37.7785287Z","2026-09-12T19:09:58.2504562Z"
"application","web/src/components/ProviderTermsGrid.tsx","1839","B771A2CEA46EE3F2A9465570DB1D13A776ECAD13E2D112EA96D9FEF2DFDC8510","2026-08-18T14:55:57.6544025Z","2026-08-18T14:55:57.6544025Z"
"application","web/src/components/ReleaseForm.tsx","2475","7FA473B7EB56F276E00E59B172EC4E367D285DBC1B8D2DFAE1D55B3D19835A41","2026-08-18T21:38:49.7606862Z","2026-09-12T19:09:58.2554930Z"
"application","web/src/components/ResearchForm.tsx","2422","7DF505559269C2EDA084AB0FFA2B8FB794947E32C217905557622435730937FD","2026-08-18T13:32:42.2656251Z","2026-09-12T19:09:58.2653816Z"
"application","web/src/components/ReviewForm.tsx","3133","430CFC180C4D4019A034967F7083969E5D4F3CCDC52ECA4EDC4A3C5BB02C2F52","2026-08-18T21:38:45.3590126Z","2026-09-12T19:09:58.2719009Z"
"application","web/src/components/RoutingEditor.tsx","5250","8B8E3A9B406FE4DC28FD178CEBB88F28131BABE3289097BD70708E9BC6FB8542","2026-08-18T15:03:36.1314231Z","2026-09-12T19:09:58.2744162Z"
"application","web/src/components/SourceSearch.tsx","2444","F3AA5D18BB24E6B7DAAF52D7760346245646903ACC21F51903F69B61AC8DA66F","2026-08-18T15:06:25.2880544Z","2026-09-12T19:09:58.2764297Z"
"application","web/src/components/SplitWorkspace.tsx","1580","9A99E64C3514E65D954F26E4A612EC7977DA1A9192F252147227F51643B22C2F","2026-08-18T14:41:34.2794261Z","2026-08-18T16:55:11.6278344Z"
"application","web/src/components/TemplateForm.tsx","2060","FA49AE9014277E19A6028FB2377227C76DBDE0DFA487A2B5EDA51348A3AFAD52","2026-08-18T13:35:27.5473095Z","2026-09-12T19:09:58.2829425Z"
"application","web/src/components/TerminalShell.tsx","20642","4CB0CB1689790C92FF2A2D9E6BB056A5B9DAFAFDB373993A681D6EEED760BD4F","2026-08-18T21:36:54.7638084Z","2026-09-12T19:11:50.6006072Z"
"application","web/src/components/WorkSheet.tsx","5440","AFEF2AB743E8293FA8F68AFFF774CC0EF61649CD707082E1585E697753E200C7","2026-08-18T23:46:48.2253530Z","2026-08-18T23:46:48.2272587Z"
"application","web/src/app/globals.css","18714","910308795F886CB9A5FAB562B45AB23F1FBA9CCE521514015214A468E3D231E0","2026-08-18T14:30:07.2102277Z","2026-09-12T19:10:05.4976663Z"
"application","web/src/app/layout.tsx","1167","E1C89F5BE08C1A5CCB3D201B36CCAFF52100671D1ACE9CF0316F94C64D8A8129","2026-08-18T12:25:41.8423845Z","2026-09-12T19:05:56.2654575Z"
"application","web/src/app/page.tsx","4343","F07EA1BC5390EDC355CC41A48FE781039E1D72008942B5756750712A90CC7DD2","2026-08-18T21:36:06.8664491Z","2026-08-18T21:36:06.8664491Z"
"application","web/src/app/timeline/page.tsx","3754","FBCEC02F7DBE0A2D9183C679EC086AB3009989167BBC2E4CEC4B5EE341AAE488","2026-08-18T13:40:11.0367818Z","2026-09-12T19:09:58.2308921Z"
"application","web/src/app/templates/page.tsx","1942","FE5BAB812C5C366477C35F2F06988E524B99B9B8FBCB7981A2D5EE5DE526BB92","2026-08-18T13:35:27.5473095Z","2026-09-12T19:09:58.2298912Z"
"application","web/src/app/tasks/page.tsx","1685","9ABF8201E06268AAA738E4526E6BCE01DA55CD68A084C26E75F9051558AEB094","2026-08-18T23:47:07.6039255Z","2026-08-18T23:47:07.6044612Z"
"application","web/src/app/scheduled-jobs/page.tsx","1826","1D4CA8CCA13540657308505600252549F60953E35826A58FE6A6E821B2C924C1","2026-08-18T21:49:35.1877542Z","2026-08-18T21:49:35.1877542Z"
"application","web/src/app/review/page.tsx","2145","08803ADB89744DD4E59DCA4D2FA23018B3870B3221E9E3E4D051623EDD8411C2","2026-08-18T13:25:53.1206451Z","2026-09-12T19:09:58.2258935Z"
"application","web/src/app/questions/page.tsx","2131","4E4908756BA2C37E460D733584852F68B6D167C9428C17878894C73A283D6A65","2026-08-18T14:55:48.8566178Z","2026-09-12T19:09:58.2248824Z"
"application","web/src/app/private-notes/page.tsx","1876","ABF613CC6D96CDDDAD1BE1F2720A8C753C41DE7707B12FDE962A347F478B9DA0","2026-08-18T13:11:12.8218781Z","2026-09-12T19:09:58.2223637Z"
"application","web/src/app/playbooks/page.tsx","1048","ED210799415B09DAA13007CE12D35F00733893BD40E35F372CC84BE98C07100E","2026-08-18T17:36:36.9774518Z","2026-08-18T21:25:41.5826178Z"
"application","web/src/app/open-questions/page.tsx","2043","9C78540364660FF15FBACC1E2A9AC4D157DE42B139C4D65EA5FE07D09714ED90","2026-08-18T13:32:42.2656251Z","2026-09-12T19:09:58.2208568Z"
"application","web/src/app/notices/page.tsx","1000","3C06B43628BF302AFD4E4F011F97E57403887F4AE3D5A983D8A11E319EF1746F","2026-08-18T21:49:40.7424280Z","2026-08-18T21:49:40.7455623Z"
"application","web/src/app/missing-evidence/page.tsx","2310","6723390D1DA9F1C65A223FFA9E74A23A948169BCD065B06590D4DD14C8A2F17B","2026-08-18T14:41:30.7601280Z","2026-09-12T19:09:58.2188586Z"
"application","web/src/app/laws/page.tsx","1932","8DACA27E28EDB3C3EECC258E1E17993E288088E41ED1F666FE6BAC928A24D4A8","2026-08-18T17:36:36.9595584Z","2026-08-18T21:25:41.5789745Z"
"application","web/src/app/final-copy/page.tsx","2343","AC33F7C4EAD737ED4D5BCE3AFC3E537D8BA3A875A3FD095B9EEDEAE03D7733C9","2026-08-18T13:25:53.1104803Z","2026-09-12T19:09:58.2158480Z"
"application","web/src/app/filing-checklist/page.tsx","2083","DB1349A46B802994F4412A0EAD8F16897AC31C4CF06D971D03E245565BC052CF","2026-08-18T13:42:55.2606685Z","2026-09-12T19:09:58.2143294Z"
"application","web/src/app/external-sources/page.tsx","1650","B60124995EEEC3D67DFA6BC27D144813B5A313A09BF7567B80A5E8D5B5C78F74","2026-08-18T21:49:50.3911265Z","2026-08-18T21:49:50.3911265Z"
"application","web/src/app/evidence-requests/page.tsx","1859","BAB983CDC537E7FF30680330CCAC1A677EA7EF583A4A90EDEE5CD52E349E526B","2026-08-18T21:33:12.0450897Z","2026-09-12T19:09:58.2123139Z"
"application","web/src/app/evidence/page.tsx","2786","2BF30F5CEC82C82124E6171226A6C7B435FE2F6DB5D9AB3CB084B9E91B21818A","2026-08-18T14:41:42.3846809Z","2026-09-12T19:09:58.2093144Z"
"application","web/src/app/drafts/page.tsx","2235","C44489B6FB9443953551C3DBC02BC970A10BF66BBBDFE5CDFE3A48A0BF1A898F","2026-08-18T12:51:08.1283462Z","2026-09-12T19:09:58.2083133Z"
"application","web/src/app/documents/page.tsx","173","F3E87ABED987342CE46E0BED26BDA1E06F296BF7891408FF1D580B5DD4F8D427","2026-08-18T16:41:59.3335115Z","2026-08-18T16:41:59.3335115Z"
"application","web/src/app/custody-factors/page.tsx","1907","088D299E3A2C12EE05A206F144FD9B463FE63782CA4C256E2AA381F0E6EE3405","2026-08-18T12:51:08.1283462Z","2026-08-18T21:25:41.5519651Z"
"application","web/src/app/confidentiality-check/page.tsx","1865","9D6234286D510F91FE322BD4DA83610208F82129D7511EC978FE4BB307A26A68","2026-08-18T14:42:37.7827054Z","2026-09-12T19:09:58.2067982Z"
"application","web/src/app/citation-check/page.tsx","460","E082BC7DCFA97DC59D44AE035E246719312D0FD536A2B5ABDEAED00145BC6E55","2026-08-18T21:49:29.8798992Z","2026-08-18T21:49:29.9100568Z"
"application","web/src/app/challenge-draft/page.tsx","1979","BE93418F6E466E7712FD5AB04D9C1C6E7A2FB36605B505968DFEC8D3921E9A1C","2026-08-18T13:13:51.4447383Z","2026-09-12T19:09:58.2047886Z"
"application","web/src/app/case-search/page.tsx","719","76B276687DEE815717BFBEA5887F07BA34D4D07990554D5E762A95700CE9DAE8","2026-08-18T17:36:36.9659690Z","2026-08-18T21:25:41.5363793Z"
"application","web/src/app/calendar/page.tsx","4850","4F766C09FB016368D68C3376C04F94069817F8BA765DF108DC7C4B2B361F4902","2026-08-18T13:40:11.0409437Z","2026-09-12T19:09:58.2022654Z"
"application","web/src/app/assistant-log/page.tsx","2609","D6530F6E9CEDA9D9174D3F6E066931F6E97518A9777D546F4CD43D7EA34F77B0","2026-08-18T13:45:46.4245020Z","2026-09-12T19:09:58.1992496Z"
"application","web/src/app/assistant/page.tsx","4755","67215835829C060D2C3FC64CA69835598726991F720EF460402088F673F0F193","2026-08-18T14:31:54.7359326Z","2026-08-18T21:25:41.5301400Z"
"application","web/src/app/api/legal/[...path]/route.ts","3431","2116D9D33A9E6F97B79F4932E19113929B8342AA6A6D3CFE4EC99886DFD602F6","2026-09-12T19:13:28.7757036Z","2026-09-12T19:13:28.7757036Z"
"application","web/src/app/api/chat/route.ts","5083","E386DA2CEE4AC314D2FDEA49057E938D1F4000726D1758C81BB461EED37F1B88","2026-08-18T14:31:54.7400923Z","2026-08-18T21:25:41.6096359Z"
"application","web/src/app/analysis-queue/page.tsx","1528","A2B5DDF5F08C63740B4BE44C49A48F34C4737FFDB58290BDCD27AB26D7500135","2026-08-18T17:36:36.9701517Z","2026-08-18T21:25:41.5270162Z"
"application","web/src/app/agreements/page.tsx","1016","31F5438C26ACD609DB9F8B514481FD69C7A402381E05201FD47D083BA62F5569","2026-08-18T17:36:36.9659690Z","2026-08-18T21:25:41.5270162Z"
"application","web/src/app/activity-log/page.tsx","880","4C6EDF795896E995029E07A39A4FA2AF6DF3BF2956ADCD44EA269BB5A486C2FE","2026-08-18T17:36:36.9941704Z","2026-08-18T21:25:41.5239030Z"
"application","web/smoke/design-contract.contract.test.mjs","3552","C3AB2566A6633AEB47C366DBD41163A686887C7DFC576C4BC5E01E98B0B809F6","2026-09-12T19:10:52.6262084Z","2026-09-12T19:14:17.1366309Z"
"application","tests/conftest.py","851","D90AD4890880188A8A2DFB3C4C34D3FD5CE0D3340347733DE321723066F23418","2026-08-19T09:14:21.5425141Z","2026-09-12T19:16:18.3801190Z"
"application","tests/test_agents.py","2332","9F910B93A0698488C8585DEB1625C31F385B9534318AB43073FA69C2CD2B5A97","2026-08-18T13:45:46.4124662Z","2026-08-18T21:25:41.6815235Z"
"application","tests/test_agno_client.py","7324","D37A500B77722BFBF40DE470692350209CD566E98C964219423C8A8608C915A2","2026-08-18T14:41:43.8751818Z","2026-08-18T14:52:19.4440433Z"
"application","tests/test_api.py","2545","9847FA8533E13E9643A83C0EBFD42F1DB8C13B35E5D5B5589CAA5CE9B2033A6C","2026-08-19T09:14:38.2883039Z","2026-08-19T09:14:38.2961762Z"
"application","tests/test_audit.py","1230","B9376C332D7E63F45BDBEA0AEF885A320405132DBDB1AF2B5ADC49ADD95B4005","2026-08-18T17:35:14.6610836Z","2026-08-18T21:25:41.6872736Z"
"application","tests/test_auth.py","6150","DFB6D68BF56DF5729E0BD5E1454AB80855A4F87E1CC77B48B9379E52A878FC84","2026-09-12T19:11:52.0414858Z","2026-09-12T19:16:18.3923745Z"
"application","tests/test_authorities.py","1124","3A603591A77EE3C0574B6EB38B84945392DFCED2AA9102FE1AD1B46C1814AA50","2026-08-18T13:10:27.8119554Z","2026-08-18T13:10:27.8119554Z"
"application","tests/test_automation.py","4351","680D6BC5047E67A47820D109427CA49AF8FB822F17B0935B6134357B5AF99DAB","2026-08-18T21:43:33.4249898Z","2026-08-18T21:43:33.4270050Z"
"application","tests/test_bates.py","1852","CA4052AED1AAFF21B43E819FA93311CAC3782E00636586D87D94460630CBD666","2026-08-18T15:18:48.0175088Z","2026-08-18T15:19:16.5647273Z"
"application","tests/test_calendar.py","5241","44AB42F1CDC1DD988704A563B7C72B8D7BC15D3AB3C4DA9B84DC94A15FC1778C","2026-08-23T23:19:49.8472910Z","2026-08-23T23:19:49.8472910Z"
"application","tests/test_citation_gate.py","2943","79A4A15C324E0641ED849F28634FA65B24FC4BD397A249CB38736DB247077EE1","2026-08-18T12:24:42.3913462Z","2026-08-18T12:24:42.3913462Z"
"application","tests/test_citations_http.py","1471","D17BECE652947AA35D55AA1337BC65E3AEEB78E240FB088330E7245C11CB6E25","2026-08-18T17:35:14.6610836Z","2026-08-18T21:25:41.7023523Z"
"application","tests/test_confidential.py","3104","CE7DF8DF1736440114D89504DC9070AE315F16DAA8C2486401E5167AC24B9E36","2026-08-18T15:09:02.4780026Z","2026-08-18T15:21:37.2713479Z"
"application","tests/test_discovery.py","3115","F4F1F97C438DFB9F4EB7A8E446059474F420533737D667CAD18B37F2627C02FE","2026-08-18T21:33:34.4294616Z","2026-08-18T21:33:34.4385615Z"
"application","tests/test_draft_edit.py","3005","CF6C77C180158CE0ADCEEBD7EDCED18CEC83C6459165DABEBFAB1CD74E18DF3B","2026-08-18T14:26:06.6254888Z","2026-08-18T14:52:55.7498252Z"
"application","tests/test_exhibits.py","6215","B2420D83E8C3125CA5441AA8B728F8470ADD824DB1F8DC9A84543682620A9134","2026-08-18T14:41:42.3846809Z","2026-08-18T21:25:41.7054732Z"
"application","tests/test_export_simple.py","2445","AC80A0BD40BE3596CDD5EFB3726C67D4354B19CBA2C9504B4516982D954A6A71","2026-08-19T09:42:25.7271944Z","2026-08-19T09:42:25.7292855Z"
"application","tests/test_export.py","3816","E31F9C9D17E4479F82A9E4348B777D8995A20F18FA3125A6783727B4EBF92B11","2026-08-20T10:48:58.4346349Z","2026-08-20T10:48:58.4346349Z"
"application","tests/test_filing.py","4130","87AA53E27F0C37259521D77BB719492124D1EC516977104CAAF5A04B268E528E","2026-08-18T13:42:55.2606685Z","2026-08-18T21:25:41.7086003Z"
"application","tests/test_first_slice.py","6548","8CC5EE02099D6939CC833BD5F504A3D06CD6EEDC2D903F90D28AF374DC0AB599","2026-08-18T12:49:58.5513361Z","2026-08-18T21:25:41.7086003Z"
"application","tests/test_gateway.py","5534","29989668659B6041E304F7D24D041E356D7F2121CC40701599E044B26934F79F","2026-08-18T13:50:38.3467685Z","2026-08-18T15:08:44.6760843Z"
"application","tests/test_investigation.py","3796","CC5C1C1C1C9F87946F76C952CBCEB1EFB8705DBA542981252FC031D810758716","2026-08-19T02:57:37.0927330Z","2026-08-19T02:57:37.0927330Z"
"application","tests/test_issue_tree.py","4796","DD9AD83870814FDB1DAFE16CC62D41D515526C5345A331EF18A2D21D701D994F","2026-08-18T14:55:48.8566178Z","2026-08-18T21:25:41.7143536Z"
"application","tests/test_matter_projection.py","2595","56AD52A0A358A53A6B0E68DE29458F97BC8699EAE95B8FC5750833F2B67CE83D","2026-08-18T15:42:31.3143671Z","2026-08-18T15:42:31.3143671Z"
"application","tests/test_persist.py","2467","8390F3572877C35AD826B62BAAB4351C9EDF5E20B6FE880DBE34AB414F6A0F7A","2026-08-19T02:51:22.9272088Z","2026-08-19T02:51:22.9272088Z"
"application","tests/test_privilege.py","4241","DB0BDE4D1DD706B259E4642516C727E0CEF86ECD88E3E733495102E577E5523C","2026-08-18T14:42:37.7785287Z","2026-08-18T21:25:41.7174866Z"
"application","tests/test_provider_grid.py","7165","79F7D402B0EE8B70B511162B2CD58109EF82A4C00516BFCDB67A8371DF39015E","2026-08-18T14:55:00.6264463Z","2026-08-18T15:08:44.6760843Z"
"application","tests/test_redaction.py","2170","517865FB98EE6D383E58B8400A8E899E9293AA245CBCC3A5EC3DB6D7A4955EAB","2026-08-18T15:08:44.6716858Z","2026-08-18T15:09:36.2615276Z"
"application","tests/test_redteam_todos.py","1855","5092CBA23710F75DEE33BE1D85B7F8C1ADD0C28DB31FCDE41B187BD5A71E2CD8","2026-08-18T13:12:58.3136531Z","2026-08-18T13:12:58.3136531Z"
"application","tests/test_research.py","3436","640769C4418CCAAD40E5D05F59F9EADD5809602848A5000694032DD1160AC71F","2026-08-18T13:32:42.2656251Z","2026-08-18T21:25:41.7206128Z"
"application","tests/test_review_release.py","7076","CE16A217DCDB145A881045A0666DA8D36F9608E9B626725CA31CFB0B2CE03660","2026-08-18T13:26:27.8532231Z","2026-08-18T21:25:41.7206128Z"
"application","tests/test_revocation.py","1892","36AA600BFAC3E0C911FDE633F8372CAE1338F9163796DE3F205161BFFD3B8CCE","2026-08-18T12:24:42.3913462Z","2026-08-18T12:24:42.3913462Z"
